,Địa chỉ,Khu vực,phường/xã,dự án/số hẻm đường,Khoảng giá phổ biến Min,Giá phổ biến nhất,Khoảng giá phổ biến Max,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Mức giá
1495,"Đường Nguyễn Văn Thương, Phường 25, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,25,Đường Nguyễn Văn Thương,97,141,284,60.0,3,4,4,13000.0
1496,"Đường Trường Sơn, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,Đường Trường Sơn,138,281,444,93.0,4,5,6,15500.0
1497,"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Thạnh Xuân,"Dự án PiCity High Park, Đường Thạnh Xuân 13",51,71,128,115.0,3,1,2,8000.0
1498,"Đường Lê Văn Thọ, Phường 14, Gò Vấp, Hồ Chí Minh",Gò Vấp,14,Đường Lê Văn Thọ,92,116,345,180.0,4,5,4,19200.0
1499,"Dự án KĐT Vạn Phúc City, Đường Số 14, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,"Dự án KĐT Vạn Phúc City, Đường Số 14",69,106,371,105.0,4,5,5,16800.0
1500,"Đường Số 11, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,11,Đường Số 11,101,132,299,46.0,2,3,2,4750.0
1501,"Đường Bình Phú 1, Phường 11, Quận 6, Hồ Chí Minh",Quận 6,11,Đường Bình Phú 1,181,219,272,76.0,4,4,5,10700.0
1502,"Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Thạnh Xuân,0,51,71,128,62.0,3,4,5,4590.0
1503,"Đường Đỗ Ngọc Thạnh, Phường 4, Quận 11, Hồ Chí Minh",Quận 11,4,Đường Đỗ Ngọc Thạnh,168,247,322,58.0,4,4,4,14500.0
1504,"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa B,Đường Liên khu 4-5,67,86,179,44.0,3,4,2,2350.0
1505,"Đường Ngô Quyền, Phường 5, Quận 10, Hồ Chí Minh",Quận 10,5,Đường Ngô Quyền,149,193,484,84.0,3,4,4,27900.0
1506,"Cityland Garden Hills, 168, Đường Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh",Gò Vấp,5,"Cityland Garden Hills, 168, Đường Phan Văn Trị",88,120,351,216.0,3,4,4,40000.0
1507,"Đường Số 17, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,11,Đường Số 17,101,132,299,125.0,6,15,16,16500.0
1508,"Đường Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh",Tân Bình,14,Đường Trương Công Định,132,266,381,63.0,3,7,5,9500.0
1509,"Đường Mai Xuân Thưởng, Phường 1, Quận 6, Hồ Chí Minh",Quận 6,1,Đường Mai Xuân Thưởng,181,219,272,70.0,7,9,9,15500.0
1510,"Hẻm 724, Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phước Kiển,"Hẻm 724, Đường Lê Văn Lương",41,126,261,21.0,2,2,2,1700.0
1511,"Phường 7, Phú Nhuận, Hồ Chí Minh.",Phú Nhuận,7,0,120,174,524,53.0,5,4,4,12500.0
1512,"Đường Tỉnh Lộ 10, Phường Tân Tạo, Bình Tân, Hồ Chí Minh.",Bình Tân,Tân Tạo,Đường Tỉnh Lộ 10,70,105,129,83.0,3,3,4,10800.0
1513,"Đường Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,11,Đường Huỳnh Văn Bánh,144,185,634,93.0,3,4,4,14500.0
1514,"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",Quận 8,7,Đường Phạm Thế Hiển,43,74,125,42.9,3,5,3,3500.0
1515,"Đường Nguyễn Văn Khạ, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh",Củ Chi,Phú Hòa Đông,Đường Nguyễn Văn Khạ,18,23,29,100000.0,2,9,6,210000.0
1516,"Đường Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Quận 12,Tân Thới Nhất,Đường Tân Thới Nhất 17,55,81,200,91.0,4,5,6,10000.0
1517,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh",Quận 3,5,Đường Nguyễn Đình Chiểu,180,485,796,186.0,9,4,4,86000.0
1518,"Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",Tân Bình,4,Đường Nguyễn Thái Bình,132,266,381,190.0,3,4,4,38000.0
1519,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",Quận 1,Phạm Ngũ Lão,Đường Bùi Viện,181,710,1300,49.0,3,4,4,28000.0
1520,"Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",Quận 10,13,Đường Tô Hiến Thành,179,346,524,90.0,3,5,5,16500.0
1521,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Gò Vấp,10,"Dự án CityLand Park Hills, Đường Phan Văn Trị",101,132,299,100.0,3,4,4,28000.0
1522,"Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Quận 12,Thạnh Lộc,Đường Thạnh Lộc 19,57,79,223,24.0,2,4,4,950.0
1523,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phú Hữu,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn",41,147,214,130.0,3,4,5,17000.0
1524,"Đường Hàn Thuyên, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",Thủ Đức,Bình Thọ,Đường Hàn Thuyên,87,153,248,160.0,3,4,4,20000.0
1525,"40A-40B Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",Tân Bình,4,40A-40B Đường Út Tịch,132,266,381,1031.0,9,16,18,68000.0
1526,"38 Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,15,38 Đường Nguyễn Văn Trỗi,162,209,899,350.0,3,4,4,72000.0
1527,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,25,Đường Xô Viết Nghệ Tĩnh,97,141,284,80.0,3,4,4,17000.0
1528,"409/20 Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",Quận 12,Hiệp Thành,409/20 Đường Hiệp Thành 13,49,67,133,46.0,1,2,2,3350.0
1529,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,13,Đường Đặng Thùy Trâm,102,139,421,53.0,5,5,6,8500.0
1530,"16/16/98 Nguyễn Thiện Thuật, Phường 2, Quận 3, Hồ Chí Minh",Quận 3,2,16/16/98 Nguyễn Thiện Thuật,182,229,930,12.0,4,2,3,3300.0
1531,"Đường Nguyễn Cư Trinh, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",Quận 1,Phạm Ngũ Lão,Đường Nguyễn Cư Trinh,181,710,1300,81.0,4,4,4,27000.0
1532,"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",Quận 10,13,Đường Cách Mạng Tháng Tám,179,346,524,144.0,3,4,4,23000.0
1533,"Đường D4, Phường Bình An, Quận 2, Hồ Chí Minh",Quận 2,Bình An,Đường D4,140,225,491,76.0,4,4,5,16000.0
1534,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Bến Thành,Đường Nguyễn Trãi,230,833,1792,146.0,3,6,4,99000.0
1535,"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",Tân Bình,15,Đường Phạm Văn Bạch,84,106,262,190.0,3,4,4,19500.0
1536,"Đường Phạm Văn Đồng, Phường 13, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,13,Đường Phạm Văn Đồng,102,139,421,70.0,3,4,4,12200.0
1537,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,Đường Nguyễn Bỉnh Khiêm,218,453,1060,505.0,4,5,6,130000.0
1538,"Đường Số 18, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa,Đường Số 18,67,86,179,72.0,4,4,4,7700.0
1539,"Đường A4, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường A4,129,211,332,50.0,2,4,3,5200.0
1540,"Đường Nguyễn Thị Minh Khai, Phường 6, Quận 3, Hồ Chí Minh",Quận 3,6,Đường Nguyễn Thị Minh Khai,205,640,1032,434.0,4,5,6,330000.0
1541,"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,Đường Nguyễn Bỉnh Khiêm,218,453,1060,344.0,4,5,6,350000.0
1542,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Tân Định,Đường Trần Quang Khải,197,430,660,75.0,4,8,8,35000.0
1543,"174/81 Phố Nguyễn Thiện Thuật, Phường 3, Quận 3, Hồ Chí Minh",Quận 3,3,174/81 Phố Nguyễn Thiện Thuật,154,199,834,29.0,3,4,4,6000.0
1544,"Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Tây Thạnh,Đường Lê Trọng Tấn,84,139,205,64.0,3,4,4,5500.0
1545,"Đường Lê Hồng Phong, Phường 12, Quận 10, Hồ Chí Minh",Quận 10,12,Đường Lê Hồng Phong,152,202,404,57.8,3,4,4,17000.0
1546,"Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",Bình Tân,An Lạc,Đường Võ Văn Kiệt,74,97,219,90.0,5,5,5,9300.0
1547,"Đường Lê Lợi, Phường 4, Gò Vấp, Hồ Chí Minh",Gò Vấp,4,Đường Lê Lợi,92,116,345,52.0,4,4,5,7600.0
1548,"Đường Đào Duy Anh, Phường 9, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,9,Đường Đào Duy Anh,138,177,362,80.0,5,4,5,14500.0
1549,"Đường Số 5 Cư xá Chu Văn An, Phường 26, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,26,Đường Số 5 Cư xá Chu Văn An,97,141,284,79.8,4,4,5,11500.0
1550,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,13,Đường Đặng Thùy Trâm,102,139,421,60.0,4,4,5,8200.0
1551,"Đường Bạch Mã, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Bạch Mã,152,202,404,36.0,3,2,3,8800.0
1552,"Dự án An Phú An Khánh, Phường An Phú, Quận 2, Hồ Chí Minh.",Quận 2,An Phú,Dự án An Phú An Khánh,70,232,574,200.0,3,4,4,41000.0
1553,"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,11,Đường Thống Nhất,101,132,299,69.0,2,3,3,68.0
1554,"Dự án Amelie Villa Phú Mỹ Hưng, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phú Xuân,"Dự án Amelie Villa Phú Mỹ Hưng, Đường Huỳnh Tấn Phát",44,102,158,350.0,3,6,6,29000.0
1555,"HaDo Centrosa Garden, 200, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",Quận 10,12,"HaDo Centrosa Garden, 200, Đường 3/2",152,202,404,88.0,4,3,3,33000.0
1556,"Đường Trần Huy Liệu, Phường 15, Phú Nhuận, Hồ Chí Minh.",Phú Nhuận,15,Đường Trần Huy Liệu,162,209,899,1080.0,3,4,4,80000.0
1557,"Đường Tỉnh lộ 9, Xã Bình Mỹ, Củ Chi, Hồ Chí Minh",Củ Chi,Bình Mỹ,Đường Tỉnh lộ 9,18,25,40,100.0,3,3,3,3500.0
1558,"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,11,Đường Lê Văn Thọ,101,132,299,36.0,2,2,2,3000.0
1559,"Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Quận 7,Tân Hưng,Đường Nguyễn Thị Thập,94,140,421,450.0,3,5,6,49900.0
1560,"285/, Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",Quận 10,12,"285/, Đường Cách Mạng Tháng Tám",152,202,404,50.0,4,5,5,14500.0
1561,"Đường Thủ Khoa Huân, Phường Bến Thành, Quận 1, Hồ Chí Minh",Quận 1,Bến Thành,Đường Thủ Khoa Huân,230,833,1792,360.0,12,65,15,680000.0
1562,"Đường Lê Lai, Phường 3, Gò Vấp, Hồ Chí Minh",Gò Vấp,3,Đường Lê Lai,92,122,231,67.0,2,3,2,3850.0
1563,"Đường Phổ Quang, Phường 9, Tân Bình, Hồ Chí Minh",Tân Bình,9,Đường Phổ Quang,94,142,321,170.0,3,4,4,55000.0
1564,"Dự án The Manhattan, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh.",Quận 9,Long Thạnh Mỹ,"Dự án The Manhattan, Đường Nguyễn Xiển",58,141,317,278.0,3,4,4,57000.0
1565,"Phố Vũ Tông Phan, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,Phố Vũ Tông Phan,70,232,574,80.0,5,6,6,17800.0
1566,"Đường Lý Thánh Tông, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Tân Phú,Hiệp Tân,Đường Lý Thánh Tông,95,117,206,88.0,2,4,4,6350.0
1567,"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,11,Đường Thống Nhất,101,132,299,45.0,4,3,5,6800.0
1568,"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phước Kiển,"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ",41,126,261,105.0,3,4,3,16000.0
1569,"Đường Thảo Điền, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,Đường Thảo Điền,54,236,630,378.0,3,5,5,60000.0
1570,"Phố Hai Bà Trưng, Phường 6, Quận 3, Hồ Chí Minh",Quận 3,6,Phố Hai Bà Trưng,205,640,1032,207.8,9,5,6,159000.0
1571,"Đường Võ Thị Sáu, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Tân Định,Đường Võ Thị Sáu,197,430,660,112.0,4,15,15,28000.0
1572,"35, Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",Quận 2,Bình Trưng Đông,"35, Đường Số 42",84,107,187,202.0,6,21,21,38000.0
1573,"Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,8,Đường Hoàng Văn Thụ,161,202,513,37.0,3,5,5,7500.0
1574,"149/28 Đường Lý Thánh Tông, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Tân Phú,Hiệp Tân,149/28 Đường Lý Thánh Tông,95,117,206,68.0,5,6,6,6900.0
1575,"Dự án Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,"Dự án Vạn Phúc City, Đường Quốc Lộ 13",69,106,371,162.9,5,5,5,28500.0
1576,"Đường Trần Hưng Đạo, Phường 7, Quận 5, Hồ Chí Minh",Quận 5,7,Đường Trần Hưng Đạo,148,416,679,172.5,6,4,4,60000.0
1577,"Đường 7A, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,14,Đường 7A,152,202,404,96.0,3,4,4,15690.0
1578,"Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Tô Hiến Thành,152,202,404,58.0,2,3,3,8500.0
1579,"Đường Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,1,Đường Lê Văn Duyệt,102,139,421,74.0,3,4,4,26000.0
1580,"Dự án 13B Conic Phong Phú, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",Bình Chánh,Phong Phú,"Dự án 13B Conic Phong Phú, Đường Nguyễn Văn Linh",57,87,136,126.0,3,4,4,11000.0
1581,"Đường 3/2, Phường 1, Quận 10, Hồ Chí Minh",Quận 10,1,Đường 3/2,152,202,404,105.0,3,4,4,26300.0
1582,"Đường Miếu Nổi, Phường 3, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,3,Đường Miếu Nổi,106,141,404,144.5,3,4,4,35500.0
1583,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Gò Vấp,10,"Dự án CityLand Park Hills, Đường Phan Văn Trị",101,132,299,100.0,4,6,4,17000.0
1584,"Đường Song Hành, Xã Tân Xuân, Hóc Môn, Hồ Chí Minh",Hóc Môn,Tân Xuân,Đường Song Hành,39,84,136,367.0,3,1,1,22000.0
1585,"Đường Trần Khắc Chân, Phường 9, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,9,Đường Trần Khắc Chân,138,177,362,23.0,3,2,3,3850.0
1586,"Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",Tân Bình,14,Đường Trường Chinh,132,266,381,140.0,4,6,6,25500.0
1587,"Đường An Dương Vương, Phường 3, Quận 5, Hồ Chí Minh",Quận 5,3,Đường An Dương Vương,174,508,660,70.0,2,5,5,13500.0
1588,"Đường Số 34, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông B,Đường Số 34,70,90,202,200.0,3,4,4,39000.0
1589,"Đường Hồ Văn Long, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",Bình Tân,Tân Tạo,Đường Hồ Văn Long,70,105,129,90.0,4,4,5,7000.0
1590,"Dự án Holm Villas Thảo Điền, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,"Dự án Holm Villas Thảo Điền, Đường Nguyễn Văn Hưởng",54,236,630,798.0,4,5,5,200000.0
1591,"Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",Quận 6,14,Đường Tân Hòa Đông,181,219,272,60.0,3,4,4,7400.0
1592,"Đường Trần Khắc Chân, Phường 9, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,9,Đường Trần Khắc Chân,138,177,362,30.0,3,4,4,4400.0
1593,"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",Tân Bình,15,Đường Phan Huy Ích,84,106,262,27.0,3,4,4,3200.0
1594,"Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",Quận 10,15,Đường Tô Hiến Thành,152,202,404,86.0,3,4,4,8290.0
1595,"Đường Đinh Thị Thi, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,Đường Đinh Thị Thi,69,106,371,80.0,3,3,2,5400.0
1596,"Đường Nguyễn Ảnh Thủ, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",Hóc Môn,Bà Điểm,Đường Nguyễn Ảnh Thủ,42,57,138,340.0,3,4,2,19000.0
1597,"Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",Quận 3,14,Đường Trần Quang Diệu,146,184,696,58.0,2,4,4,9000.0
1598,"Amelie Villa Phú Mỹ Hưng, 1423, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phú Xuân,"Amelie Villa Phú Mỹ Hưng, 1423, Đường Huỳnh Tấn Phát",44,102,158,120.0,4,4,4,11700.0
1599,"Đường Phùng Tá Chu, Phường An Lạc A, Bình Tân, Hồ Chí Minh",Bình Tân,An Lạc A,Đường Phùng Tá Chu,37,118,188,66.0,5,5,5,7500.0
1600,"Đường Chu Văn An, Phường 26, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,26,Đường Chu Văn An,97,141,284,74.0,2,4,4,9800.0
1601,"Đường 11A, Phường Tân Quy, Quận 7, Hồ Chí Minh",Quận 7,Tân Quy,Đường 11A,106,183,285,166.0,3,4,4,13800.0
1602,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Quận 12,Thạnh Lộc,Đường Hà Huy Giáp,57,79,223,162.0,3,34,34,16500.0
1603,"Đường Số 10, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,Đường Số 10,69,106,371,80.0,3,4,5,6900.0
1604,"Đường Trần Não, Phường Bình An, Quận 2, Hồ Chí Minh",Quận 2,Bình An,Đường Trần Não,140,225,491,300.0,4,4,4,88000.0
1605,"Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường Nguyễn Thái Bình,129,211,332,157.8,3,1,10,25900.0
1606,"Đường Hoàng Diệu 2, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",Thủ Đức,Linh Chiểu,Đường Hoàng Diệu 2,60,85,259,70.0,2,3,3,4800.0
1607,"Đường Phan Văn Hớn, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",Hóc Môn,Bà Điểm,Đường Phan Văn Hớn,42,57,138,118.0,3,1,1,12000.0
1608,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Phú Thuận,Đường Huỳnh Tấn Phát,39,108,239,72.0,3,3,3,6300.0
1609,"Đường Trường Sa, Phường 14, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,14,Đường Trường Sa,160,195,381,99.0,3,4,4,30500.0
1610,"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",Tân Bình,1,Đường Lê Văn Sỹ,155,195,454,93.6,4,7,7,16800.0
1611,"Đường Thạnh Lộc 22, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",Quận 12,Thạnh Lộc,Đường Thạnh Lộc 22,57,79,223,59.0,2,3,3,4150.0
1612,"Đường Nguyễn Kiệm, Phường 3, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,3,Đường Nguyễn Kiệm,142,181,410,54.0,3,3,4,6400.0
1613,"Đường Bàu Cát Đôi, Phường 11, Tân Bình, Hồ Chí Minh",Tân Bình,11,Đường Bàu Cát Đôi,115,227,295,264.0,4,4,4,66000.0
1614,"730/, Đường Lạc Long Quân, Phường 9, Tân Bình, Hồ Chí Minh",Tân Bình,9,"730/, Đường Lạc Long Quân",94,142,321,68.0,4,5,5,8250.0
1615,"Đường Đồng Đen, Phường 14, Tân Bình, Hồ Chí Minh",Tân Bình,14,Đường Đồng Đen,132,266,381,240.0,5,32,32,43000.0
1616,"Dự án Mỹ Thái 2, Đường 17, Phường Tân Phú, Quận 7, Hồ Chí Minh",Quận 7,Tân Phú,"Dự án Mỹ Thái 2, Đường 17",68,236,479,256.0,3,6,5,95000.0
1617,"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Tân Phú,Sơn Kỳ,Đường Bờ Bao Tân Thắng,69,148,241,78.0,6,13,14,8400.0
1618,"130 /x, Đường Số 9, Phường 9, Gò Vấp, Hồ Chí Minh",Gò Vấp,9,"130 /x, Đường Số 9",93,122,192,80.0,4,4,5,13300.0
1619,"Đường Số 2, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Thủ Đức,Trường Thọ,Đường Số 2,36,92,222,241.0,3,4,4,12800.0
1620,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",Gò Vấp,8,Đường Quang Trung,92,118,194,41.0,3,4,4,3000.0
1621,"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",Gò Vấp,10,Đường Quang Trung,101,132,299,84.8,2,3,2,4450.0
1622,"Đường Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,Đường Mạc Đĩnh Chi,218,453,1060,143.0,3,4,4,73000.0
1623,"Dự án Mega Village, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phú Hữu,"Dự án Mega Village, Đường Võ Chí Công",41,147,214,120.0,3,4,4,8600.0
1624,"Đường Trà Khúc, Phường 2, Tân Bình, Hồ Chí Minh",Tân Bình,2,Đường Trà Khúc,138,281,444,167.0,2,4,4,32500.0
1625,"29B, Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",Quận 3,14,"29B, Đường Trần Quang Diệu",146,184,696,102.9,3,4,4,21000.0
1626,"Đường Thống Nhất, Phường 16, Gò Vấp, Hồ Chí Minh",Gò Vấp,16,Đường Thống Nhất,101,132,299,104.0,3,4,4,7500.0
1627,"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Trần Văn Quang,97,130,295,50.0,3,4,4,7550.0
1628,"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,14,Đường 3/2,152,202,404,125.0,3,4,4,48000.0
1629,"130/, Đường Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",Bình Tân,Tân Tạo,"130/, Đường Lê Đình Cẩn",70,105,129,85.0,3,4,4,7300.0
1630,"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,13,Đường Nơ Trang Long,102,139,421,140.0,6,15,15,20500.0
